Date		T_degC	PO4uM	SiO3uM	NO2uM	NO3uM	Salnty	O2ml_L
10/18/2000,	15.400,	00.320,	03.000,	00.000,	00.300,	33.460,	05.960
10/19/2000,	09.900,	01.870,	48.000,	00.000,	24.000,	33.990,	02.970
10/20/2000,	09.410,	02.160,	64.000,	00.000,	28.000,	34.150,	02.420
10/21/2000,	17.350,	00.270,	03.000,	00.000,	00.300,	33.440,	05.780
10/23/2000,	16.730,	00.270,	03.000,	00.000,	00.300,	33.410,	05.810
10/24/2000,	14.070,	00.320,	04.000,	00.000,	00.600,	33.380,	06.460
10/25/2000,	13.200,	00.530,	07.000,	00.000,	03.100,	33.360,	06.040
10/26/2000,	09.210,	01.900,	52.000,	00.000,	27.000,	33.920,	02.990
10/27/2000,	08.190,	01.870,	63.000,	00.000,	27.900,	33.990,	03.450
10/28/2000,	17.590,	00.450,	03.000,	00.000,	00.000,	33.350,	05.750
10/29/2000,	17.250,	00.670,	03.000,	00.000,	00.000,	33.370,	05.720
10/30/2000,	15.950,	00.450,	02.000,	00.000,	00.000,	33.430,	05.930
01/07/2001,	14.150,	00.400,	03.000,	00.000,	00.000,	33.150,	06.160
01/08/2001,	10.040,	01.340,	23.000,	00.000,	14.200,	33.590,	04.770
01/09/2001,	09.130,	02.110,	50.000,	00.000,	24.400,	33.950,	03.520
01/10/2001,	17.640,	00.350,	03.000,	00.000,	00.000,	33.320,	05.690
01/11/2001,	17.560,	00.290,	02.000,	00.000,	00.000,	33.520,	05.770
01/12/2001,	17.060,	00.290,	02.000,	00.000,	00.000,	33.670,	05.770
01/13/2001,	16.820,	00.270,	02.000,	00.000,	00.000,	33.720,	05.820
01/14/2001,	10.750,	01.200,	25.000,	00.000,	15.000,	33.620,	03.250
01/15/2001,	09.530,	01.840,	48.000,	00.000,	24.000,	33.920,	02.280
01/16/2001,	16.540,	00.270,	02.000,	00.000,	00.000,	33.530,	05.760
01/17/2001,	16.520,	00.320,	02.000,	00.000,	00.200,	33.530,	05.820
01/18/2001,	15.540,	00.320,	02.000,	00.000,	00.000,	33.490,	05.980
01/19/2001,	12.780,	00.690,	10.000,	00.180,	05.900,	33.420,	05.550
01/20/2001,	09.110,	02.000,	54.000,	00.000,	29.700,	33.960,	03.220
01/21/2001,	16.540,	00.270,	02.000,	00.000,	00.000,	33.490,	05.750
01/22/2001,	16.540,	00.270,	02.000,	00.000,	00.000,	33.490,	05.840
01/23/2001,	16.440,	00.350,	02.000,	00.000,	00.000,	33.460,	05.780
04/06/2001,	14.750,	00.350,	03.000,	00.000,	00.000,	33.330,	06.070
04/07/2001,	09.430,	01.710,	45.000,	00.000,	27.100,	33.830,	03.560
04/08/2001,	08.830,	02.000,	62.000,	00.000,	30.500,	34.030,	03.040
04/09/2001,	16.570,	00.350,	03.000,	00.000,	00.000,	33.420,	05.760
04/09/2001,	16.570,	00.590,	03.000,	00.000,	00.000,	33.420,	05.870
04/10/2001,	14.800,	00.320,	03.000,	00.000,	00.000,	33.310,	05.780
04/10/2001,	10.010,	01.550,	38.000,	00.000,	23.400,	33.870,	03.660
04/11/2001,	16.930,	00.350,	03.000,	00.000,	01.100,	33.440,	05.740
04/11/2001,	10.120,	02.320,	63.000,	00.000,	32.200,	34.250,	02.110
04/12/2001,	16.930,	00.270,	03.000,	00.000,	01.500,	33.450,	05.720
04/12/2001,	16.930,	00.290,	02.000,	00.000,	01.800,	33.440,	05.790
04/13/2001,	15.910,	00.320,	03.000,	00.000,	00.800,	33.460,	05.940
04/14/2001,	10.250,	01.280,	29.000,	00.030,	16.400,	33.650,	04.240
04/15/2001,	10.440,	02.240,	62.000,	00.000,	25.900,	34.250,	01.980
04/16/2001,	17.030,	00.350,	03.000,	00.000,	00.000,	33.270,	05.730
04/17/2001,	16.950,	00.320,	03.000,	00.000,	00.000,	33.270,	05.720
04/18/2001,	15.890,	00.320,	03.000,	00.000,	00.000,	33.230,	05.920
04/19/2001,	14.630,	00.350,	03.000,	00.000,	00.000,	33.170,	06.080
04/20/2001,	10.810,	00.880,	19.000,	00.000,	08.700,	33.620,	04.940
04/21/2001,	09.390,	02.140,	56.000,	00.000,	22.800,	33.940,	03.180
04/22/2001,	17.540,	00.400,	03.000,	00.000,	00.000,	33.270,	05.700
04/23/2001,	17.250,	00.370,	03.000,	00.000,	00.000,	33.260,	05.710
07/10/2001,	17.070,	00.240,	03.000,	00.000,	00.000,	33.650,	05.800
07/11/2001,	16.780,	00.320,	03.000,	00.000,	00.000,	33.680,	05.780
07/12/2001,	10.970,	01.090,	23.000,	00.000,	11.500,	33.610,	04.430
07/13/2001,	09.640,	01.740,	43.000,	00.000,	19.800,	33.930,	03.720
07/14/2001,	17.220,	00.750,	03.000,	00.090,	00.400,	33.553,	05.810
07/15/2001,	16.070,	00.510,	03.000,	00.170,	00.000,	33.521,	05.920
07/16/2001,	15.890,	00.510,	03.100,	00.180,	00.100,	33.535,	05.900
07/17/2001,	14.140,	00.640,	04.600,	00.240,	02.100,	33.669,	05.720
07/18/2001,	12.600,	00.910,	07.400,	00.260,	05.700,	33.789,	05.490
07/19/2001,	10.390,	01.740,	20.300,	00.200,	20.000,	34.149,	03.790
07/20/2001,	10.010,	02.070,	26.700,	00.160,	24.100,	34.224,	03.110
07/21/2001,	09.750,	02.400,	31.600,	00.140,	26.800,	34.213,	02.580
07/22/2001,	09.390,	02.650,	34.600,	00.130,	28.100,	34.115,	02.370
07/23/2001,	09.330,	02.680,	35.000,	00.130,	28.200,	34.092,	02.360
07/24/2001,	08.880,	02.680,	39.800,	00.120,	29.300,	34.042,	02.090
07/25/2001,	17.080,	00.680,	03.000,	00.040,	00.900,	33.706,	05.790
07/26/2001,	16.850,	00.720,	04.000,	00.090,	00.900,	33.700,	05.870
10/25/2001,	16.840,	00.720,	04.100,	00.090,	01.000,	33.699,	05.840
10/26/2001,	16.380,	00.760,	04.600,	00.080,	01.700,	33.696,	05.540
10/27/2001,	15.270,	00.840,	05.600,	00.090,	02.900,	33.697,	05.150
10/28/2001,	10.820,	01.940,	18.400,	00.260,	16.800,	33.710,	04.130
10/29/2001,	09.720,	02.400,	26.300,	00.110,	23.500,	33.747,	03.370
10/30/2001,	09.470,	02.640,	30.800,	00.040,	25.700,	33.811,	02.860
10/31/2001,	09.300,	02.710,	33.800,	00.030,	27.000,	33.902,	02.590
11/01/2001,	09.020,	02.730,	36.600,	00.030,	28.200,	34.021,	02.410
11/02/2001,	08.970,	02.730,	37.000,	00.030,	28.400,	34.043,	02.390
11/03/2001,	08.450,	03.010,	44.500,	00.020,	31.000,	34.091,	01.830
11/04/2001,	16.460,	00.630,	02.000,	00.000,	00.100,	33.512,	05.810
11/05/2001,	16.380,	01.000,	02.000,	00.030,	00.000,	33.508,	05.890
11/06/2001,	16.210,	01.000,	02.100,	00.030,	00.100,	33.505,	05.950
11/07/2001,	14.310,	00.950,	03.200,	00.060,	01.300,	33.473,	06.390
11/08/2001,	12.300,	00.910,	04.800,	00.120,	03.300,	33.456,	06.410
01/24/2002,	11.000,	01.470,	13.000,	00.260,	12.800,	33.494,	04.760
01/25/2002,	10.860,	01.590,	14.200,	00.250,	14.000,	33.500,	04.570
01/26/2002,	09.790,	02.310,	27.500,	00.020,	24.100,	33.608,	03.140
01/27/2002,	09.500,	02.550,	31.400,	00.010,	25.600,	33.664,	02.820
01/28/2002,	09.210,	02.800,	34.500,	00.010,	26.400,	33.720,	02.580
01/29/2002,	08.610,	02.870,	40.600,	00.010,	28.400,	33.835,	02.300
01/30/2002,	08.190,	03.320,	46.900,	00.010,	30.800,	33.954,	01.830
01/31/2002,	16.190,	00.420,	05.000,	00.010,	00.000,	33.590,	06.670
02/01/2002,	14.730,	00.470,	03.000,	00.000,	00.000,	33.480,	06.790
02/02/2002,	12.880,	00.850,	06.700,	00.080,	05.600,	33.472,	05.840
02/03/2002,	10.660,	01.560,	17.000,	00.070,	16.600,	33.650,	04.180
02/04/2002,	10.200,	02.060,	26.000,	00.030,	20.100,	33.707,	02.650
02/05/2002,	10.130,	02.310,	30.400,	00.040,	23.700,	33.764,	02.360
02/06/2002,	10.100,	02.380,	31.000,	00.040,	25.000,	33.822,	02.300
02/07/2002,	10.040,	02.420,	31.400,	00.030,	25.400,	33.880,	02.230
02/08/2002,	18.250,	00.470,	01.000,	00.000,	00.000,	33.610,	05.720
02/09/2002,	18.260,	00.470,	02.000,	00.000,	00.000,	33.610,	05.790
03/28/2002,	16.000,	00.620,	02.500,	00.020,	00.500,	33.539,	06.110
03/29/2002,	11.110,	01.610,	16.700,	00.110,	16.700,	33.475,	03.780
03/29/2002,	11.990,	00.860,	06.000,	00.170,	06.000,	33.420,	05.740
03/30/2002,	10.480,	01.990,	23.500,	00.040,	22.000,	33.531,	02.950
03/31/2002,	10.070,	02.210,	28.300,	00.010,	24.300,	33.588,	02.590
04/01/2002,	09.830,	02.450,	33.100,	00.000,	26.300,	33.647,	02.160
04/02/2002,	09.380,	02.770,	40.300,	00.000,	28.900,	33.770,	01.500
04/03/2002,	18.220,	00.490,	02.000,	00.000,	00.000,	33.580,	05.630
04/03/2002,	18.220,	00.510,	02.000,	00.000,	00.000,	33.580,	05.700
04/04/2002,	18.140,	00.510,	02.000,	00.000,	00.000,	33.581,	05.710
04/04/2002,	17.050,	00.510,	02.000,	00.000,	00.000,	33.593,	05.830
04/05/2002,	15.370,	00.530,	02.300,	00.010,	00.200,	33.608,	05.860
04/05/2002,	12.230,	00.940,	08.400,	00.100,	03.500,	33.648,	05.420
04/06/2002,	10.320,	02.360,	30.200,	00.020,	24.000,	33.980,	02.330
04/06/2002,	10.590,	02.140,	25.400,	00.040,	21.800,	33.828,	02.790
04/07/2002,	10.040,	02.490,	34.000,	00.010,	25.700,	34.160,	02.020
04/07/2002,	09.950,	02.490,	34.300,	00.010,	25.800,	34.161,	02.040
04/08/2002,	17.160,	00.510,	02.000,	00.000,	00.000,	33.625,	05.740
04/08/2002,	17.790,	00.470,	02.000,	00.000,	00.000,	33.628,	05.740
04/09/2002,	17.150,	00.510,	02.000,	00.000,	00.000,	33.625,	05.760
04/09/2002,	16.830,	00.510,	02.000,	00.000,	00.000,	33.627,	05.950
04/10/2002,	15.910,	00.550,	02.500,	00.010,	00.600,	33.635,	06.050
04/10/2002,	10.990,	01.400,	14.400,	00.240,	13.800,	33.669,	04.370
04/11/2002,	10.070,	01.870,	22.600,	00.080,	20.100,	33.736,	03.460
04/11/2002,	09.730,	02.070,	27.200,	00.030,	22.100,	33.825,	03.010
04/12/2002,	08.890,	02.280,	33.900,	00.030,	24.500,	34.035,	02.830
04/12/2002,	09.350,	02.180,	30.500,	00.020,	23.400,	33.927,	02.890
07/02/2002,	08.870,	02.280,	34.000,	00.030,	24.500,	34.039,	02.830
07/03/2002,	08.400,	02.690,	43.800,	00.010,	25.400,	34.112,	02.010
07/04/2002,	17.070,	00.400,	02.000,	00.010,	00.000,	33.453,	05.710
07/05/2002,	17.050,	00.510,	02.000,	00.030,	00.000,	33.451,	05.580
07/06/2002,	16.820,	00.520,	02.000,	00.020,	00.000,	33.434,	05.670
07/07/2002,	13.800,	00.580,	03.000,	00.040,	00.700,	33.412,	06.390
07/08/2002,	11.270,	01.150,	10.500,	00.060,	10.600,	33.447,	05.290
07/09/2002,	09.470,	01.920,	24.100,	00.030,	21.600,	33.527,	03.560
07/09/2002,	09.990,	01.600,	17.700,	00.040,	17.500,	33.485,	04.270
07/10/2002,	08.320,	02.430,	39.300,	00.020,	27.400,	33.672,	02.700
07/10/2002,	09.200,	02.180,	30.100,	00.020,	24.500,	33.572,	03.030
07/11/2002,	16.920,	00.520,	02.000,	00.010,	00.000,	33.402,	05.680
07/11/2002,	17.010,	00.560,	02.000,	00.000,	00.000,	33.425,	05.690
07/12/2002,	13.460,	00.620,	03.100,	00.050,	00.600,	33.367,	06.330
07/12/2002,	13.550,	00.610,	03.000,	00.040,	00.400,	33.366,	06.350
07/13/2002,	11.900,	00.980,	08.000,	00.220,	07.400,	33.404,	05.380
07/14/2002,	10.730,	01.420,	14.400,	00.110,	14.600,	33.444,	04.480
07/15/2002,	09.740,	01.810,	22.300,	00.030,	20.500,	33.487,	03.840
07/16/2002,	09.070,	02.100,	29.900,	00.020,	24.800,	33.533,	03.330
07/17/2002,	08.520,	02.370,	37.700,	00.010,	27.300,	33.636,	02.660
11/10/2002,	16.760,	00.490,	02.000,	00.000,	00.000,	33.451,	06.140
11/11/2002,	16.650,	00.510,	02.000,	00.000,	00.000,	33.449,	05.860
11/12/2002,	16.630,	00.510,	02.000,	00.000,	00.000,	33.447,	05.870
11/13/2002,	16.360,	00.510,	02.000,	00.000,	00.000,	33.428,	05.910
11/14/2002,	16.020,	00.510,	01.900,	00.000,	00.000,	33.406,	05.960
11/15/2002,	15.220,	00.510,	01.000,	00.000,	00.000,	33.359,	05.920
11/16/2002,	15.130,	00.520,	01.100,	00.010,	00.100,	33.359,	05.920
11/17/2002,	12.600,	00.830,	05.800,	00.260,	05.100,	33.365,	05.580
11/18/2002,	10.660,	01.380,	14.100,	00.110,	14.000,	33.384,	04.620
11/19/2002,	09.650,	01.800,	21.600,	00.020,	20.400,	33.413,	03.860
11/20/2002,	09.160,	02.030,	27.400,	00.010,	23.500,	33.452,	03.460
11/21/2002,	08.320,	02.200,	36.500,	00.000,	26.700,	33.556,	02.980
11/22/2002,	16.980,	00.490,	02.000,	00.000,	00.000,	33.276,	05.670
11/23/2002,	16.740,	00.490,	02.000,	00.020,	00.000,	33.261,	05.550
11/24/2002,	16.730,	00.490,	02.000,	00.020,	00.000,	33.257,	05.550
11/25/2002,	16.530,	00.490,	02.000,	00.010,	00.000,	33.220,	05.620
01/30/2003,	16.120,	00.490,	02.000,	00.010,	00.000,	33.183,	05.800
01/31/2003,	14.380,	00.490,	02.000,	00.020,	00.000,	33.115,	06.180
02/01/2003,	14.320,	00.490,	02.000,	00.020,	00.000,	33.122,	06.170
02/02/2003,	13.220,	00.510,	02.000,	00.000,	00.000,	33.284,	05.960
02/03/2003,	12.970,	00.600,	03.200,	00.120,	01.700,	33.432,	05.680
02/04/2003,	11.930,	00.830,	06.900,	00.120,	06.200,	33.567,	05.250
02/05/2003,	10.380,	01.160,	12.500,	00.030,	12.000,	33.689,	04.720
02/06/2003,	09.260,	01.810,	25.700,	00.020,	21.400,	33.893,	03.560
02/07/2003,	17.890,	00.420,	02.000,	00.000,	00.000,	33.580,	05.630
02/08/2003,	17.730,	00.470,	02.000,	00.000,	00.000,	33.580,	05.720
02/09/2003,	17.600,	00.470,	02.000,	00.000,	00.000,	33.582,	05.760
02/10/2003,	16.160,	00.480,	02.000,	00.000,	00.000,	33.603,	06.050
02/11/2003,	14.450,	00.500,	02.200,	00.010,	00.200,	33.627,	06.190
02/12/2003,	12.420,	00.850,	07.200,	00.160,	05.700,	33.685,	05.400
02/13/2003,	10.460,	01.250,	13.200,	00.050,	13.400,	33.778,	04.580
02/14/2003,	10.060,	01.830,	23.100,	00.050,	21.100,	33.897,	03.400
02/15/2003,	10.160,	02.250,	31.000,	00.140,	25.600,	34.045,	02.240
04/03/2003,	10.490,	02.500,	35.600,	00.230,	27.300,	34.226,	01.370
04/04/2003,	10.540,	02.520,	36.000,	00.240,	27.400,	34.250,	01.280
04/05/2003,	10.650,	02.950,	38.800,	00.040,	28.700,	34.267,	00.830
04/06/2003,	18.960,	00.470,	01.000,	00.000,	00.000,	33.630,	05.480
04/07/2003,	18.530,	00.490,	01.000,	00.000,	00.000,	33.620,	05.490
04/08/2003,	18.460,	00.490,	01.000,	00.000,	00.000,	33.619,	05.500
04/09/2003,	17.720,	00.480,	01.500,	00.000,	00.000,	33.607,	05.620
04/10/2003,	16.840,	00.470,	02.000,	00.000,	00.000,	33.601,	05.780
04/11/2003,	12.620,	00.850,	06.900,	00.150,	05.200,	33.646,	05.480
04/11/2003,	14.990,	00.500,	02.100,	00.010,	00.100,	33.607,	06.040
04/12/2003,	11.140,	01.320,	14.200,	00.080,	12.800,	33.719,	04.390
04/13/2003,	09.410,	02.070,	28.300,	00.000,	24.200,	33.952,	03.040
04/13/2003,	10.150,	01.750,	21.800,	00.020,	19.600,	33.822,	03.520
04/14/2003,	09.340,	02.100,	29.000,	00.000,	24.600,	33.970,	03.000
04/15/2003,	08.790,	02.380,	35.600,	00.000,	26.600,	34.069,	02.690
04/16/2003,	18.010,	00.490,	02.000,	00.000,	00.000,	33.440,	05.790
04/16/2003,	17.800,	00.490,	01.000,	00.000,	00.000,	33.460,	05.920
04/17/2003,	17.780,	00.490,	01.000,	00.000,	00.000,	33.455,	05.930
04/18/2003,	17.590,	00.490,	01.000,	00.000,	00.000,	33.393,	06.000
04/19/2003,	17.250,	00.490,	01.000,	00.000,	00.000,	33.320,	06.080
04/19/2003,	13.900,	00.470,	02.000,	00.000,	00.000,	33.170,	06.420
04/20/2003,	13.820,	00.480,	02.000,	00.000,	00.100,	33.173,	06.420
04/21/2003,	12.790,	00.690,	03.700,	00.080,	02.600,	33.253,	06.050
04/22/2003,	10.740,	01.480,	15.300,	00.020,	14.200,	33.417,	04.300
04/22/2003,	11.670,	00.930,	06.500,	00.060,	06.700,	33.334,	05.480
04/23/2003,	10.240,	02.160,	26.600,	00.010,	22.300,	33.502,	02.930
04/24/2003,	10.150,	02.610,	35.500,	00.000,	26.800,	33.677,	01.900
07/17/2003,	17.900,	00.470,	02.000,	00.000,	00.000,	33.490,	05.700
07/18/2003,	17.900,	00.470,	02.000,	00.000,	00.000,	33.490,	05.690
07/19/2003,	17.600,	00.480,	02.000,	00.000,	00.000,	33.455,	05.730
07/20/2003,	14.840,	00.440,	02.000,	00.000,	00.000,	33.350,	06.420
07/21/2003,	13.300,	00.560,	02.900,	00.040,	00.800,	33.589,	06.190
07/22/2003,	11.550,	01.170,	12.200,	00.040,	10.800,	33.803,	05.000
07/23/2003,	10.880,	01.810,	24.100,	00.020,	20.900,	33.993,	03.420
07/24/2003,	10.750,	02.340,	33.100,	00.020,	26.200,	34.159,	02.120
07/25/2003,	18.990,	00.470,	02.000,	00.000,	00.000,	33.660,	05.540
07/26/2003,	18.720,	00.470,	02.000,	00.000,	00.000,	33.650,	05.570
07/27/2003,	18.690,	00.470,	02.000,	00.000,	00.000,	33.646,	05.580
07/28/2003,	18.160,	00.450,	02.000,	00.000,	00.000,	33.608,	05.680
07/29/2003,	17.130,	00.450,	02.000,	00.000,	00.000,	33.579,	05.810
07/30/2003,	13.580,	00.650,	03.000,	00.040,	00.600,	33.580,	06.040
10/20/2003,	13.460,	00.670,	03.300,	00.040,	01.000,	33.582,	05.990
10/21/2003,	11.510,	01.250,	12.700,	00.070,	12.600,	33.625,	04.440
10/22/2003,	10.830,	01.830,	20.900,	00.040,	20.100,	33.671,	03.340
10/23/2003,	10.530,	02.170,	26.500,	00.020,	24.000,	33.719,	02.660
10/24/2003,	10.280,	02.340,	30.700,	00.010,	26.200,	33.769,	02.190
10/25/2003,	09.600,	02.650,	38.700,	00.000,	29.200,	33.876,	01.680
10/26/2003,	18.780,	00.470,	02.000,	00.000,	00.000,	33.469,	05.510
10/27/2003,	18.220,	00.470,	01.000,	00.000,	00.000,	33.468,	05.620
10/28/2003,	18.010,	00.470,	01.400,	00.000,	00.000,	33.452,	05.620
10/29/2003,	15.940,	00.470,	01.000,	00.000,	00.000,	33.402,	05.830
10/30/2003,	14.770,	00.470,	01.000,	00.000,	00.000,	33.420,	05.920
10/31/2003,	13.280,	00.620,	03.600,	00.110,	01.700,	33.455,	05.730
10/31/2003,	11.890,	00.940,	08.500,	00.110,	07.400,	33.502,	05.130
11/01/2003,	19.310,	00.400,	05.000,	00.000,	00.000,	33.666,	05.690
11/02/2003,	16.620,	00.540,	08.000,	00.070,	00.700,	33.748,	06.420
11/03/2003,	16.430,	00.550,	08.100,	00.080,	00.800,	33.748,	06.360
01/06/2004,	14.870,	00.760,	09.100,	00.150,	03.200,	33.749,	05.710
01/07/2004,	13.830,	01.080,	10.700,	00.250,	07.500,	33.757,	04.980
01/08/2004,	11.840,	01.970,	23.200,	00.770,	18.000,	33.793,	02.910
01/09/2004,	11.300,	02.290,	27.400,	00.870,	21.300,	33.875,	02.440
01/10/2004,	11.150,	02.450,	29.000,	00.890,	22.600,	33.910,	02.140
01/11/2004,	10.930,	02.390,	30.800,	00.250,	24.800,	33.970,	02.140
01/12/2004,	10.790,	02.540,	33.700,	00.110,	26.200,	34.059,	01.850
01/13/2004,	10.710,	02.520,	34.100,	00.050,	26.700,	34.148,	01.790
01/14/2004,	10.460,	02.610,	36.000,	00.050,	27.900,	34.248,	01.570
01/15/2004,	10.280,	02.610,	38.600,	00.040,	28.200,	34.287,	01.430
01/16/2004,	10.260,	02.610,	39.000,	00.040,	28.200,	34.292,	01.410
01/17/2004,	19.600,	00.420,	06.000,	00.040,	00.000,	33.501,	05.660
01/18/2004,	19.610,	00.420,	06.000,	00.000,	00.000,	33.704,	05.650
01/19/2004,	10.920,	02.210,	27.000,	00.020,	24.900,	33.887,	02.010
01/20/2004,	10.820,	02.660,	36.000,	00.020,	27.200,	34.090,	01.280
03/23/2004,	19.070,	00.510,	04.000,	00.000,	00.000,	33.600,	05.570
03/24/2004,	18.980,	00.490,	04.000,	00.000,	00.000,	33.590,	05.630
03/25/2004,	18.850,	00.490,	03.900,	00.000,	00.000,	33.585,	05.650
03/26/2004,	17.380,	00.460,	02.900,	00.000,	00.000,	33.534,	05.850
03/27/2004,	15.760,	00.440,	02.000,	00.000,	00.000,	33.485,	06.020
03/28/2004,	14.670,	00.490,	02.000,	00.000,	00.000,	33.420,	05.960
03/29/2004,	14.550,	00.510,	02.200,	00.000,	00.300,	33.422,	05.920
03/30/2004,	11.720,	01.120,	10.700,	00.020,	10.900,	33.473,	04.620
03/31/2004,	11.260,	01.700,	20.300,	00.060,	19.100,	33.526,	03.230
04/01/2004,	10.890,	02.090,	26.800,	00.050,	23.200,	33.582,	02.540
04/02/2004,	10.430,	02.320,	30.800,	00.010,	25.100,	33.640,	02.330
04/03/2004,	10.200,	02.590,	36.600,	00.090,	27.700,	33.765,	01.630
04/04/2004,	19.810,	00.440,	02.000,	00.000,	00.000,	33.630,	05.470
04/05/2004,	19.810,	00.440,	02.000,	00.000,	00.000,	33.630,	05.390
04/06/2004,	19.090,	00.440,	02.500,	00.000,	00.000,	33.577,	05.460
04/07/2004,	15.100,	00.470,	02.000,	00.000,	00.000,	33.450,	06.120
04/08/2004,	12.880,	00.950,	07.600,	00.070,	07.100,	33.492,	04.990
07/13/2004,	19.610,	00.490,	01.000,	00.000,	00.000,	33.520,	05.770
07/14/2004,	18.320,	00.460,	01.000,	00.000,	00.000,	33.508,	05.940
07/15/2004,	15.930,	00.440,	01.000,	00.000,	00.000,	33.520,	06.050
07/16/2004,	19.610,	00.440,	02.000,	00.000,	00.000,	33.520,	05.420
07/17/2004,	10.600,	01.440,	17.000,	00.020,	09.100,	34.063,	04.180
07/17/2004,	11.870,	00.940,	08.800,	00.020,	04.300,	33.901,	05.130
07/18/2004,	14.180,	00.500,	02.700,	00.000,	00.000,	33.717,	05.990
